movie_id,title,description,genre,review,actors,directors,release_date,original_language,vote_average,vote_count,source_dataset
238615, SELF/LESS ,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,"Science Fiction, Mystery, Thriller","mixed-to-positive audience reaction. some viewers liked the pacing, others found parts uneven. score 6.3/10.... duplicated?","Ryan Reynolds, Ben Kingsley, Natalie Martinez, Matthew Goode, Michelle Dockery",Tarsem Singh,10-07-2015,en,6.3,1091,TMDB 5000 Movie Dataset
391,A Fistful of Dollars,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",Western,<br> Strong audience response; many viewers praise A Fistful of Dollars for story and performances. Rating: 7.6/10 (883 votes).  ,"Clint Eastwood, Marianne Koch, Gian Maria Volonté, Wolfgang Lukschy, José Calvo",Sergio Leone,12-09-1964,it,7.6,883,TMDB 5000 Movie Dataset
7299,Equilibrium,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",Action; Science Fiction; Thriller,"review: okay/good film, some issues; rating=6.9","Christian Bale, Taye Diggs, Emily Watson, Angus Macfadyen, Sean Bean",Kurt Wimmer,06-12-2002,en,6.9,1552,TMDB 5000 Movie Dataset
49040,The Bourne Legacy,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.","Action, Thriller",Average audience response; divisive movie with rating 6.0/10.,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn, Stacy Keach",Tony Gilroy,08-08-2012,en,6,2651,TMDB 5000 Movie Dataset
658,Goldfinger,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",not available,"Decent watch; not perfect, but audience rating is around 7.2/10 from 987 votes.","Sean Connery, Honor Blackman, Gert Fröbe, Shirley Eaton, Tania Mallet",,17-09-1964,en,7.2,987,TMDB 5000 Movie Dataset
17431,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.","Science Fiction, Drama","REVIEW: POSITIVE REVIEW: IMPRESSIVE MOVIE, WORTH WATCHING; VOTE_AVG=7.6; VOTES=1794...","Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw, Adrienne Shaw",Duncan Jones,12-06-2009,en,7.6,1794,TMDB 5000 Movie Dataset
299687,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,"Adventure, Science Fiction",*** average audience response; divisive movie with rating 5.6/10. <end>,"Chloë Grace Moretz, Nick Robinson, Alex Roe, Maika Monroe, Zackary Arthur",J Blakeson,14-01-2016,en,5.6,1945,TMDB 5000 Movie Dataset
4234,Scream 3,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.","Horror, Mystery","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 5.7/10.","David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley",Wes Craven,03-02-2000,en,5.7,736,TMDB 5000 Movie Dataset
16614,Adventureland,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",Comedy,"Decent watch; not perfect, but audience rating is around 6.4/10 from 737 votes.","Jesse Eisenberg, Kristen Stewart, Martin Starr, Kristen Wiig, Bill Hader",Greg Mottola,03-04-2009,en,6.4,737,TMDB 5000 Movie Dataset
504,Monster,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,Crime | Drama,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.0/10.","Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen, Annie Corley",Patty Jenkins,16-11-2003,en,7,485,TMDB 5000 Movie Dataset
76493,The Dictator,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,Comedy,"*** Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 5.9/10.  ","Sacha Baron Cohen, Sayed Badreya, Aasif Mandvi, Megan Fox, Anna Faris",Larry Charles,15-05-2012,en,5.9,1743,TMDB 5000 Movie Dataset
3082,Modern Times,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,Drama + Comedy,"positive review: impressive movie, worth watching; vote_avg=8.1; votes=856","Charlie Chaplin, Paulette Goddard, Henry Bergman, Tiny Sandford, Chester Conklin",Charlie Chaplin,05-02-1936,en,8.1,856,TMDB 5000 Movie Dataset
176,Saw,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",HORROR | MYSTERY | crime,"review: okay/good film, some issues; rating=7.2","Cary Elwes, Danny Glover, Monica Potter, Michael Emerson, Ken Leung",James Wan,01-10-2004,en,7.2,2184,TMDB 5000 Movie Dataset
11253,Hellboy II: The Golden Army,"In this continuation to the adventure of the demon superhero, an evil elf breaks an ancient pact between humans and creatures, as he declares war against humanity. He is on a mission to release The Golden Army, a deadly group of fighting machines that can destroy the human race. As Hell on Earth is ready to erupt, Hellboy and his crew set out to defeat the evil prince.","Adventure, Fantasy, Science Fiction","review: okay/good film, some issues; rating=6.5","Ron Perlman, Selma Blair, Jeffrey Tambor, Doug Jones, John Hurt",Guillermo del Toro,11-07-2008,en,6.5,1527,TMDB 5000 Movie Dataset
1636,Bedazzled,"Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",FANTASY | COMEDY | ROMANCE,Average audience response; divisive movie with rating 5.6/10.,"Elizabeth Hurley, Brendan Fraser, Frances O'Connor, Orlando Jones, Paul Adelstein",Harold Ramis,19-10-2000,en,5.6,512,TMDB 5000 Movie Dataset
62214,Frankenweenie,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.","Animation, Comedy, Family","review: okay/good film, some issues; rating=6.6",Charlie Tahan | Catherine O'Hara | Martin Short | Martin Landau | Atticus Shaffer,Tim Burton,04-10-2012,en,6.6,932,TMDB 5000 Movie Dataset
109491,Beautiful Creatures,"Ethan Wate just wants to get to know Lena Duchannes better, but unbeknownst to him, Lena has strange powers.  As Lena's 16th birthday approaches she might decide her fate, to be good or evil.  A choice which will impact her relationship forever.","Fantasy, Drama, Romance",not bad not great; audience_score:5.6; votes:984,"Alden Ehrenreich, Alice Englert, Jeremy Irons, Viola Davis, Emmy Rossum",Richard LaGravenese,13-02-2013,en,5.6,984,TMDB 5000 Movie Dataset
563,Starship Troopers,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".","Adventure, Action, Thriller, Science Fiction","*** Decent watch; not perfect, but audience rating is around 6.7/10 from 1560 votes....","Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey, Neil Patrick Harris",Paul Verhoeven,06-11-1997,en,6.7,1560,TMDB 5000 Movie Dataset
1885,The Karate Kid,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",Drama,"review: okay/good film, some issues; rating=6.9","Ralph Macchio, Pat Morita, William Zabka, Martin Kove, Chad McQueen",John G. Avildsen,22-06-1984,en,6.9,891,TMDB 5000 Movie Dataset
204922,Before I Go to Sleep,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.","Mystery, Thriller","REVIEW: decent watch; not perfect, but audience rating is around 6.2/10 from 659 votes. #movie","Nicole Kidman, Colin Firth, Mark Strong, Anne-Marie Duff, Jing Lusi",Rowan Joffe,03-09-2014,en,6.2,659,TMDB 5000 Movie Dataset
1578,Raging Bull,"When Jake LaMotta steps into a boxing ring and obliterates his opponent, he's a prizefighter. But when he treats his family and friends the same way, he's a ticking time bomb, ready to go off at any moment. Though LaMotta wants his family's love, something always seems to come between them. Perhaps it's his violent bouts of paranoia and jealousy. This kind of rage helped make him a champ, but in real life, he winds up in the ring alone.",Drama,"Generally loved by viewers -- memorable, engaging, and highly rated: 7.7/10.","Robert De Niro, Joe Pesci, Cathy Moriarty, Frank Vincent, Nicholas Colasanto",Martin Scorsese,14-11-1980,en,7.7,938,TMDB 5000 Movie Dataset
389,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",Drama,Strong audience response; many viewers praise 12 Angry Men for story and performances. Rating: 8.2/10 (2078 votes).,"Henry Fonda, Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall",Sidney Lumet,25-03-1957,en,8.2,2078,TMDB 5000 Movie Dataset
9620,Paycheck,"Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.","Action, Adventure, Mystery, Science Fiction, Thriller","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 5.9/10.","Ben Affleck, Aaron Eckhart, Uma Thurman, Paul Giamatti, Colm Feore",John Woo,"December 25, 2003",en,5.9,581,TMDB 5000 Movie Dataset
260346,Taken 3,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.","Thriller, Action",not bad not great; audience_score:6.1; votes:2200,"Liam Neeson, Forest Whitaker, Maggie Grace, Famke Janssen, Dougray Scott",Olivier Megaton,16-12-2014,en,6.1,2200,TMDB 5000 Movie Dataset
86834,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,"Drama, Adventure",user says: Average audience response; divisive movie with rating 5.6/10. #movie,"Russell Crowe, Jennifer Connelly, Emma Watson, Logan Lerman, Anthony Hopkins",Darren Aronofsky,20-03-2014,en,5.6,2350,TMDB 5000 Movie Dataset
264999,  Magic Mike XXL  ,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",Comedy; Drama; Music,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.3/10.","Channing Tatum, Matt Bomer, Joe Manganiello, Kevin Nash, Adam Rodríguez",Gregory Jacobs,01-07-2015,en,6.3,706,TMDB 5000 Movie Dataset
840, CLOSE ENCOUNTERS OF THE THIRD KIND ,"After an encounter with UFOs, a line worker feels undeniably drawn to an isolated area in the wilderness where something spectacular is about to happen.","Science Fiction, Drama","review: okay/good film, some issues; rating=7.2 duplicated?","Richard Dreyfuss, François Truffaut, Teri Garr, Melinda Dillon, Bob Balaban",Steven Spielberg,16-11-1977,en,7.2,1098,TMDB 5000 Movie Dataset
19901,Daybreakers,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.","Fantasy, Horror, Action, Thriller, Science Fiction","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.0/10.","Ethan Hawke, Sam Neill, Willem Dafoe, Claudia Karvan, Isabel Lucas","Michael Spierig, Peter Spierig",06-01-2009,en,6,634,TMDB 5000 Movie Dataset
7453,The Hitchhiker's Guide to the Galaxy,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""","Adventure, Comedy, Family, Science Fiction","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.6/10.","Martin Freeman, Zooey Deschanel, Sam Rockwell, Yasiin Bey, John Malkovich",Garth Jennings,15-01-2005,en,6.6,1315,TMDB 5000 Movie Dataset
9798,Enemy of the State,"Hotshot Washington lawyer, Robert Dean becomes a victim of high-tech identity theft when a hacker slips an incriminating video into his pocket. Soon, a rogue National Security agent sets out to recover the tape – and destroy Dean.","Action, Drama, Thriller","*** review: okay/good film, some issues; rating=6.7 #movie","Will Smith, Gene Hackman, Jon Voight, Regina King, Ian Hart",Tony Scott,20-11-1998,en,6.7,1240,TMDB 5000 Movie Dataset
6537,The Orphanage,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.","Horror, Drama, Thriller","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.1/10.","Belén Rueda, Fernando Cayo, Roger Príncep, Mabel Rivera, Montserrat Carulla",Juan Antonio Bayona,27-08-2007,es,7.1,633,TMDB 5000 Movie Dataset
13090,Sunshine Cleaning,A single mother and her slacker sister find an unexpected way to turn their lives around in the off-beat dramatic comedy. In order to raise the tuition to send her young son to private school the mom starts an unusual business – a biohazard removal/crime scene clean-up service.,comedy + DRAMA,"REVIEW: review: okay/good film, some issues; rating=6.5 #movie","Amy Adams, Emily Blunt, Alan Arkin, Jason Spevack, Steve Zahn",Christine Jeffs,18-01-2008,en,6.5,255,TMDB 5000 Movie Dataset
309809,The Little Prince,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.","Adventure, Animation, Fantasy","Generally loved by viewers -- memorable, engaging, and highly rated: 7.6/10.","Jeff Bridges, Rachel McAdams, Paul Rudd, Marion Cotillard, James Franco",Mark Osborne,29-07-2015,en,7.6,756,TMDB 5000 Movie Dataset
205220,Philomena,N/A,Drama,"review: okay/good film, some issues; rating=7.4","Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham, Barbara Jefford",Stephen Frears,01-11-2013,en,7.4,579,TMDB 5000 Movie Dataset
284,The Apartment,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",,Strong audience response; many viewers praise The Apartment for story and performances. Rating: 8.1/10 (483 votes).,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, Jack Kruschen",Billy Wilder,15-06-1960,en,8.1,483,TMDB 5000 Movie Dataset
315664,Florence Foster Jenkins,"The story of Florence Foster Jenkins, a New York heiress, who dreamed of becoming an opera singer, despite having a terrible singing voice.","Comedy, Drama","Decent watch; not perfect, but audience rating is around 6.6/10 from 392 votes.","Meryl Streep, Hugh Grant, Rebecca Ferguson, Simon Helberg, Nina Arianda",Stephen Frears,06-05-2016,en,6.6,392,TMDB 5000 Movie Dataset
199373,The Frozen Ground,An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.,,Average audience response; divisive movie with rating 6.1/10.,"Nicolas Cage, Vanessa Hudgens, John Cusack, Radha Mitchell, Jodi Lyn O'Keefe",Scott Walker,18-07-2013,en,6.1,465,TMDB 5000 Movie Dataset
68812,The Iceman,"The true story of Richard Kuklinski, the notorious contract killer and family man.","Thriller, Crime, Drama","review: okay/good film, some issues; rating=6.4","Michael Shannon, Winona Ryder, Ray Liotta, Chris Evans, David Schwimmer",Ariel Vromen,01-09-2012,en,6.4,365,TMDB 5000 Movie Dataset
100042,Dumb and Dumber To,"20 years after the dimwits set out on their first adventure, they head out in search of one of their long lost children in the hope of gaining a new kidney.",Comedy,Average audience response; divisive movie with rating 5.4/10.,"Jim Carrey, Jeff Daniels, Rachel Melvin, Kathleen Turner, Brady Bluhm","Bobby Farrelly, Peter Farrelly",12-11-2014,en,5.4,1127,TMDB 5000 Movie Dataset
262500,Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,"Adventure, Science Fiction, Thriller","review: okay/good film, some issues; rating=6.2 #movie","Shailene Woodley, Theo James, Kate Winslet, Ansel Elgort, Miles Teller",Robert Schwentke,18-03-2015,en,6.2,3829,TMDB 5000 Movie Dataset
27022,The Sorcerer's Apprentice,not available,fantasy; ADVENTURE; ACTION; COMEDY; DRAMA,Average audience response; divisive movie with rating 5.8/10.,Nicolas Cage;Jay Baruchel;Monica Bellucci;Alfred Molina;Teresa Palmer,Jon Turteltaub,13-07-2010,en,5.8,1470,TMDB 5000 Movie Dataset
27582,The Mechanic,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",Action / Thriller / Crime,"review: okay/good film, some issues; rating=6.3 <end>","Jason Statham, Ben Foster, Donald Sutherland, Mini Anden, Tony Goldwyn",Simon West,13-01-2011,en,6.3,1045,TMDB 5000 Movie Dataset
44115,127 Hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,"Adventure, Drama, Thriller","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.0/10.","James Franco, Kate Mara, Amber Tamblyn, Clémence Poésy, Lizzy Caplan",Danny Boyle,05-11-2010,en,7,2606,TMDB 5000 Movie Dataset
585,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.","Animation, Comedy, Family","positive review: impressive movie, worth watching; vote_avg=7.5; votes=5996",John Goodman | Billy Crystal | Mary Gibbs | Steve Buscemi | James Coburn,Pete Docter,01-11-2001,en,7.5,5996,TMDB 5000 Movie Dataset
152760,The Monuments Men,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?","War, Drama, History, Action",<br> not bad not great; audience_score:5.8; votes:1523 #movie,"Matt Damon, Cate Blanchett, George Clooney, Bill Murray, John Goodman",George Clooney,24-01-2014,en,5.8,1523,TMDB 5000 Movie Dataset
10764,Quantum of Solace,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.","Adventure, Action, Thriller, Crime","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 6.1/10.","Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini",Marc Forster,30-10-2008,en,6.1,2965,TMDB 5000 Movie Dataset
14462,The Manchurian Candidate,"When his army unit was ambushed during the first Gulf War, Sergeant Raymond Shaw saved his fellow soldiers just as his commanding officer, then-Captain Ben Marco, was knocked unconscious. Brokering the incident for political capital, Shaw eventually becomes a vice-presidential nominee, while Marco is haunted by dreams of what happened -- or didn't happen -- in Kuwait. As Marco (now a Major) investigates, the story begins to unravel, to the point where he questions if it happened at all. Is it possible the entire unit was kidnapped and brainwashed to believe Shaw is a war hero as part of a plot to seize the White House? Some very powerful people at Manchurian Global corporation appear desperate to stop him from finding out.","Drama, Thriller, Mystery","review: okay/good film, some issues; rating=6.2","Denzel Washington, Meryl Streep, Liev Schreiber, Jon Voight, Kimberly Elise",Jonathan Demme,30-07-2004,en,6.2,393,TMDB 5000 Movie Dataset
699,For Your Eyes Only,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.,"Adventure, Action, Thriller","review: okay/good film, some issues; rating=6.3","Roger Moore, Carole Bouquet, Chaim Topol, Lynn-Holly Johnson, Julian Glover",John Glen,23-06-1981,en,6.3,490,TMDB 5000 Movie Dataset
321258,The Boy,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.","Horror, Mystery, Thriller",Average audience response; divisive movie with rating 5.8/10.,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton, Diana Hardcastle",William Brent Bell,22-01-2016,en,5.8,1102,TMDB 5000 Movie Dataset
55779,Final Destination 5,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.","Horror, Mystery",not bad not great; audience_score:5.9; votes:866,"Emma Bell, Nicholas D'Agosto, Miles Fisher, Ellen Wroe, Jacqueline MacInnes Wood",Steven Quale,12-08-2011,en,5.9,866,TMDB 5000 Movie Dataset
326,Snakes on a Plane,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.","Action, Crime, Horror, Thriller",Average audience response; divisive movie with rating 5.1/10.,"Samuel L. Jackson, Julianna Margulies, Kenan Thompson, Nathan Phillips, Rachel Blanchard",David R. Ellis,06-08-2006,en,5.1,497,TMDB 5000 Movie Dataset
415,  Batman & Robin  ,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.","Action, Crime, Fantasy",Mostly negative audience response; low average rating 4.2/10.,"George Clooney, Chris O'Donnell, Arnold Schwarzenegger, Uma Thurman, Alicia Silverstone",N/A,20-Jun-97,en,4.2,1418,TMDB 5000 Movie Dataset
4256,Scary Movie 3,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",Comedy,Average audience response; divisive movie with rating 5.8/10.,"Pamela Anderson, Jenny McCarthy, Marny Eng, Charlie Sheen, Simon Rex",N/A,24-10-2003,en,5.8,912,TMDB 5000 Movie Dataset
52451,The Three Musketeers,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,"Adventure, Action, Thriller",Average audience response; divisive movie with rating 5.6/10.,"Milla Jovovich, Orlando Bloom, Logan Lerman, Ray Stevenson, Matthew Macfadyen",Paul W.S. Anderson,31-08-2011,en,unknown,924,TMDB 5000 Movie Dataset
2300,Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.","Animation, Comedy, Drama, Family, Fantasy","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.5/10.","Michael Jordan, Wayne Knight, Billy West, Dee Bradley Baker, Theresa Randle",Joe Pytka,15-11-1996,en,6.5,1288,TMDB 5000 Movie Dataset
195589,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,Comedy,"Decent watch; not perfect, but audience rating is around 6.2/10 from 2713 votes.","Seth Rogen, Zac Efron, Rose Byrne, Dave Franco, Ike Barinholtz",Nicholas Stoller,08-05-2014,en,6.2,2713,TMDB 5000 Movie Dataset
2698,Evan Almighty,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,"Fantasy, Comedy, Family","Mixed reviews. Viewers mention weak areas, but some still found it entertaining. Avg rating 5.3/10.","Steve Carell, Lauren Graham, John Goodman, Jimmy Bennett, John Michael Higgins",Tom Shadyac,09-06-2007,en,5.3,1151,TMDB 5000 Movie Dataset
603,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","Action, Science Fiction","positive review: impressive movie, worth watching; vote_avg=7.9; votes=8907",N/A,"Lilly Wachowski, Lana Wachowski","March 30, 1999",en,7.9,8907,TMDB 5000 Movie Dataset
8914,Deep Blue Sea,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility.","Action, Science Fiction, Thriller",not bad not great; audience_score:5.6; votes:604,"Thomas Jane, Saffron Burrows, LL Cool J, Michael Rapaport, Samuel L. Jackson",Renny Harlin,28-07-1999,en,5.6,604,TMDB 5000 Movie Dataset
9257,S.W.A.T.,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.","Action, Thriller, Crime",,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles",Clark Johnson,08-08-2003,en,5.8,770,TMDB 5000 Movie Dataset
9208,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.","Action, Adventure, Drama, Thriller",<br> NOT BAD NOT GREAT; AUDIENCE_SCORE:5.7; VOTES:453 <end>,John Travolta ; Christian Slater ; Samantha Mathis ; Delroy Lindo ; Bob Gunton,John Woo,09-02-1996,en,5.7,453,TMDB 5000 Movie Dataset
11362,The Count of Monte Cristo,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.","Action, Adventure, Drama, Thriller","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.3/10.","Jim Caviezel, Guy Pearce, Richard Harris, James Frain, Dagmara Domińczyk",Kevin Reynolds,23-01-2002,en,7.3,453,TMDB 5000 Movie Dataset
